' ' 32 0 0 0 0 5 0 0 0 0
'E' 69 11 12 0 12 11 0.297852 0 0.308594 0.0117188
'F' 70 10 12 0 12 10 0.308594 0 0.318359 0.0117188
'G' 71 13 12 0 12 13 0.318359 0 0.331055 0.0117188
'H' 72 13 12 0 12 13 0.331055 0 0.34375 0.0117188
'I' 73 6 12 0 12 6 0.34375 0 0.349609 0.0117188
'J' 74 7 12 0 12 7 0.349609 0 0.356445 0.0117188
'K' 75 13 12 0 12 13 0.356445 0 0.369141 0.0117188
'L' 76 10 12 0 12 11 0.369141 0 0.378906 0.0117188
'M' 77 16 12 0 12 16 0.378906 0 0.394531 0.0117188
'N' 78 13 12 0 12 13 0.394531 0 0.407227 0.0117188
'O' 79 13 12 0 12 13 0.407227 0 0.419922 0.0117188
'P' 80 10 12 0 12 10 0.419922 0 0.429688 0.0117188
'Q' 81 13 15 0 12 13 0.429688 0 0.442383 0.0146484
'R' 82 12 12 0 12 12 0.442383 0 0.454102 0.0117188
'S' 83 8 12 1 12 10 0.454102 0 0.461914 0.0117188
'T' 84 11 12 0 12 11 0.461914 0 0.472656 0.0117188
'U' 85 13 12 0 12 13 0.472656 0 0.485352 0.0117188
'V' 86 13 12 0 12 13 0.485352 0 0.498047 0.0117188
'W' 87 17 12 0 12 17 0.498047 0 0.514648 0.0117188
'X' 88 13 12 0 12 13 0.514648 0 0.527344 0.0117188
'Y' 89 13 12 0 12 13 0.527344 0 0.540039 0.0117188
'Z' 90 11 12 0 12 11 0.540039 0 0.550781 0.0117188
'[' 91 5 14 1 12 6 0.550781 0 0.555664 0.0136719
'\' 92 5 12 0 12 5 0.555664 0 0.560547 0.0117188
']' 93 5 14 0 12 6 0.560547 0 0.56543 0.0136719
'^' 94 9 9 0 12 8 0.56543 0 0.574219 0.00878906
'_' 95 11 1 -1 -1 9 0.574219 0 0.584961 0.000976562
'`' 96 4 3 1 13 6 0.584961 0 0.588867 0.00292969
'a' 97 8 8 0 8 8 0.588867 0 0.59668 0.0078125
'b' 98 9 12 0 12 9 0.59668 0 0.605469 0.0117188
'c' 99 8 8 0 8 8 0.605469 0 0.613281 0.0078125
'd' 100 9 12 0 12 9 0.613281 0 0.62207 0.0117188
'e' 101 8 8 0 8 8 0.62207 0 0.629883 0.0078125
'f' 102 6 12 0 12 6 0.629883 0 0.635742 0.0117188
'g' 103 9 13 0 9 9 0.635742 0 0.644531 0.0126953
'h' 104 9 12 0 12 9 0.644531 0 0.65332 0.0117188
'i' 105 5 12 0 12 5 0.65332 0 0.658203 0.0117188
'j' 106 5 16 -1 12 5 0.658203 0 0.663086 0.015625
'k' 107 9 12 0 12 9 0.663086 0 0.671875 0.0117188
'l' 108 5 12 0 12 5 0.671875 0 0.676758 0.0117188
'm' 109 14 8 0 8 14 0.676758 0 0.69043 0.0078125
'n' 110 9 8 0 8 9 0.69043 0 0.699219 0.0078125
'o' 111 9 8 0 8 9 0.699219 0 0.708008 0.0078125
'p' 112 9 12 0 8 9 0.708008 0 0.716797 0.0117188
'q' 113 9 13 0 9 9 0.716797 0 0.725586 0.0126953
'r' 114 6 8 0 8 6 0.725586 0 0.731445 0.0078125
's' 115 7 8 0 8 7 0.731445 0 0.738281 0.0078125
't' 116 5 10 0 10 5 0.738281 0 0.743164 0.00976562
'u' 117 9 8 0 8 9 0.743164 0 0.751953 0.0078125
'v' 118 9 8 0 8 9 0.751953 0 0.760742 0.0078125
'w' 119 13 8 0 8 13 0.760742 0 0.773438 0.0078125
'x' 120 9 8 0 8 9 0.773438 0 0.782227 0.0078125
'y' 121 9 12 0 8 9 0.782227 0 0.791016 0.0117188
'z' 122 8 8 0 8 8 0.791016 0 0.798828 0.0078125
'{' 123 6 14 1 12 9 0.798828 0 0.804688 0.0136719
'|' 124 2 16 1 12 4 0.804688 0 0.806641 0.015625
'}' 125 6 14 1 12 9 0.806641 0 0.8125 0.0136719
'~' 126 10 3 0 7 10 0.8125 0 0.822266 0.00292969
